department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted,age_group,good_conduct
1,7,1,0,0,1,0.275,3.0,0.06060606060606061,0,0,0.39655172413793105,0,1,0.0
0,3,1,0,1,1,0.35,3.0,0.18181818181818182,1,0,0.15517241379310345,0,1,0.0
1,21,1,0,1,3,0.25,3.0,0.06060606060606061,0,0,0.3448275862068966,0,1,0.0
1,1,1,0,1,1,0.45,5.0,0.18181818181818182,0,0,0.3275862068965517,0,1,0.0
1,1,1,0,2,2,0.425,5.0,0.2727272727272727,0,0,0.39655172413793105,0,1,0.0
1,25,1,0,0,1,0.625,5.0,0.06060606060606061,0,0,0.3103448275862069,0,2,0.0
0,1,1,1,0,2,1.0,5.0,0.5454545454545454,1,0,0.15517241379310345,0,2,0.0
1,22,0,1,1,1,0.4,5.0,0.09090909090909091,1,0,0.29310344827586204,0,1,0.0
0,29,1,0,1,1,0.325,2.0,0.18181818181818182,0,0,0.15517241379310345,0,1,0.0
0,10,0,0,1,3,0.55,3.0,0.030303030303030304,0,0,0.25862068965517243,0,2,0.0
3,22,0,0,0,1,0.425,3.0,0.12121212121212122,0,0,0.5689655172413793,0,1,0.0
0,11,1,0,0,1,0.25,4.0,0.18181818181818182,0,0,0.1206896551724138,0,1,0.0
4,21,1,1,0,1,0.175,3.0,0.06060606060606061,1,0,0.7413793103448276,0,1,1.0
0,1,1,0,0,2,0.775,1.0,0.8181818181818182,0,0,0.15517241379310345,0,2,0.0
4,22,0,0,1,1,0.475,3.0,0.09090909090909091,0,0,0.7586206896551724,0,1,1.0
4,0,1,0,0,1,0.175,5.0,0.06060606060606061,1,0,0.6551724137931034,0,1,0.0
5,21,0,0,0,1,0.425,2.0,0.24242424242424243,0,0,0.3620689655172414,0,1,0.0
6,25,1,1,1,1,0.25,3.0,0.06060606060606061,0,0,0.13793103448275862,0,1,0.0
0,8,0,0,0,1,0.25,4.0,0.06060606060606061,0,0,0.1896551724137931,0,1,0.0
0,12,1,0,1,1,0.25,5.0,0.09090909090909091,0,0,0.2413793103448276,0,1,0.0
1,4,0,0,1,1,0.65,3.0,0.18181818181818182,0,0,0.4482758620689655,0,2,0.0
1,1,1,0,0,1,0.375,4.0,0.24242424242424243,1,0,0.3448275862068966,0,1,0.0
1,6,1,0,0,1,0.2,2.0,0.030303030303030304,0,0,0.3793103448275862,0,1,0.0
1,11,1,1,0,1,0.475,5.0,0.2727272727272727,1,0,0.3275862068965517,0,1,0.0
0,9,0,1,0,1,0.325,3.0,0.18181818181818182,0,0,0.20689655172413793,0,1,0.0
8,21,1,0,1,2,0.225,3.0,0.09090909090909091,1,0,0.7758620689655172,0,1,1.0
4,22,1,0,0,3,0.25,4.0,0.030303030303030304,0,0,0.7068965517241379,0,1,1.0
6,12,1,0,0,1,0.225,5.0,0.15151515151515152,1,0,0.06896551724137931,0,1,0.0
2,1,0,0,0,1,0.95,5.0,0.42424242424242425,1,0,0.5,0,2,0.0
2,14,0,1,0,1,0.55,3.0,0.15151515151515152,1,0,0.5172413793103449,0,2,0.0
4,28,1,0,1,1,0.3,3.0,0.12121212121212122,0,0,0.7413793103448276,0,1,1.0
2,13,1,1,0,1,0.175,3.0,0.030303030303030304,0,0,0.5344827586206896,0,1,0.0
8,31,0,0,0,1,0.225,3.0,0.030303030303030304,0,0,0.7241379310344828,0,1,1.0
1,21,0,1,1,1,0.9,5.0,0.36363636363636365,1,0,0.27586206896551724,0,2,0.0
1,10,1,0,0,1,0.325,4.0,0.2727272727272727,0,0,0.2413793103448276,0,1,0.0
0,4,0,0,0,2,0.35,2.0,0.18181818181818182,0,0,0.20689655172413793,0,1,0.0
0,16,1,0,0,2,0.3,4.0,0.12121212121212122,1,0,0.15517241379310345,0,1,0.0
3,4,0,0,0,1,0.4,5.0,0.24242424242424243,1,0,0.603448275862069,0,1,0.0
0,31,1,0,1,1,0.175,2.0,0.09090909090909091,0,1,0.08620689655172414,0,1,0.0
0,26,1,0,0,1,0.125,2.0,0.030303030303030304,0,0,0.1724137931034483,0,1,0.0
1,11,1,1,1,2,0.375,5.0,0.18181818181818182,1,0,0.3793103448275862,0,1,0.0
1,12,0,1,1,1,0.3,3.0,0.09090909090909091,0,0,0.4482758620689655,0,1,0.0
2,21,1,1,0,1,0.3,1.0,0.09090909090909091,0,0,0.41379310344827586,0,1,0.0
4,21,1,0,0,1,0.575,1.0,0.12121212121212122,0,0,0.7068965517241379,0,2,1.0
0,7,1,0,1,1,0.45,3.0,0.21212121212121213,0,0,0.15517241379310345,0,1,0.0
6,10,1,0,1,1,0.2,4.0,0.15151515151515152,0,0,0.15517241379310345,0,1,0.0
0,4,0,0,1,2,0.575,1.0,0.36363636363636365,0,0,0.15517241379310345,0,2,0.0
0,5,1,0,0,1,0.15,3.0,0.0,0,0,0.08620689655172414,0,1,0.0
0,12,0,0,2,1,0.275,1.0,0.12121212121212122,1,0,0.1896551724137931,0,1,0.0
4,21,0,0,1,1,0.5,3.0,0.2727272727272727,0,0,0.6896551724137931,0,2,1.0
1,1,1,1,0,2,0.2,5.0,0.030303030303030304,1,0,0.29310344827586204,0,1,0.0
4,1,1,0,1,1,0.325,3.0,0.09090909090909091,1,0,0.7758620689655172,0,1,1.0
0,1,0,0,0,1,0.725,3.0,0.5454545454545454,0,0,0.034482758620689655,0,2,0.0
0,14,1,0,1,1,0.25,2.0,0.12121212121212122,0,0,0.13793103448275862,0,1,0.0
0,15,1,1,0,1,0.275,5.0,0.09090909090909091,1,0,0.20689655172413793,0,1,0.0
0,5,1,0,0,1,0.975,1.0,0.3939393939393939,0,0,0.15517241379310345,0,2,0.0
2,6,0,0,0,1,0.725,5.0,0.5757575757575758,1,0,0.41379310344827586,0,2,0.0
0,10,1,0,0,1,0.375,3.0,0.06060606060606061,0,0,0.08620689655172414,0,1,0.0
0,30,1,0,0,1,0.225,3.0,0.06060606060606061,0,0,0.13793103448275862,0,1,0.0
1,6,1,0,0,2,0.375,5.0,0.18181818181818182,1,0,0.29310344827586204,0,1,0.0
0,1,0,1,0,1,0.575,1.0,0.2727272727272727,0,0,0.06896551724137931,0,2,0.0
4,28,1,0,0,1,0.35,1.0,0.21212121212121213,0,0,0.7413793103448276,0,1,1.0
0,25,1,0,0,1,0.05,1.0,0.030303030303030304,0,0,0.1724137931034483,0,0,0.0
2,29,1,0,1,1,0.325,4.0,0.09090909090909091,0,0,0.5862068965517241,0,1,0.0
1,3,0,1,0,1,0.65,4.0,0.30303030303030304,0,0,0.25862068965517243,0,2,0.0
1,29,0,0,0,1,0.5,2.0,0.12121212121212122,0,0,0.22413793103448276,0,2,0.0
3,21,0,0,0,1,0.775,3.0,0.3939393939393939,0,0,0.6551724137931034,0,2,0.0
4,21,1,1,1,1,0.175,3.0,0.0,1,0,0.7931034482758621,0,1,1.0
6,19,0,0,0,1,0.475,4.0,0.09090909090909091,1,0,0.0,0,1,0.0
1,6,0,1,0,2,0.475,3.0,0.21212121212121213,0,0,0.3620689655172414,0,1,0.0
5,7,1,0,0,1,0.25,5.0,0.09090909090909091,1,0,0.3448275862068966,0,1,0.0
3,32,1,1,0,1,0.375,4.0,0.06060606060606061,0,0,0.6206896551724138,0,1,0.0
1,1,0,0,0,1,0.4,2.0,0.21212121212121213,0,1,0.39655172413793105,0,1,0.0
4,26,1,0,1,1,0.375,3.0,0.09090909090909091,0,0,0.7413793103448276,0,1,1.0
1,10,0,1,0,1,0.4,1.0,0.030303030303030304,0,0,0.3448275862068966,0,1,0.0
0,1,0,0,1,1,0.35,2.0,0.12121212121212122,0,0,0.1206896551724138,0,1,0.0
2,1,0,0,0,1,0.45,5.0,0.2727272727272727,1,0,0.43103448275862066,0,1,0.0
0,29,1,0,1,1,0.15,3.0,0.09090909090909091,0,0,0.20689655172413793,0,1,0.0
0,24,1,0,1,2,0.225,2.0,0.06060606060606061,1,0,0.10344827586206896,0,1,0.0
1,27,0,1,0,1,0.275,4.0,0.030303030303030304,0,1,0.20689655172413793,0,1,0.0
0,6,1,0,0,1,0.275,5.0,0.15151515151515152,1,0,0.22413793103448276,0,1,0.0
2,21,1,0,1,1,0.25,4.0,0.15151515151515152,1,0,0.5172413793103449,0,1,0.0
0,12,1,0,0,1,0.5,1.0,0.06060606060606061,0,0,0.1896551724137931,0,2,0.0
2,21,1,1,0,1,0.175,1.0,0.06060606060606061,0,0,0.4827586206896552,0,1,0.0
4,21,1,1,1,1,0.25,3.0,0.12121212121212122,0,0,0.7758620689655172,0,1,1.0
0,15,0,0,0,1,0.625,2.0,0.030303030303030304,1,0,0.13793103448275862,0,2,0.0
1,19,0,1,0,1,0.375,2.0,0.2727272727272727,0,0,0.29310344827586204,0,1,0.0
2,15,1,0,0,1,0.4,3.0,0.09090909090909091,0,0,0.5172413793103449,0,1,0.0
0,1,1,0,0,1,0.575,5.0,0.21212121212121213,1,0,0.10344827586206896,0,2,0.0
0,1,0,1,0,2,0.35,3.0,0.15151515151515152,1,0,0.15517241379310345,0,1,0.0
0,15,0,1,1,2,0.35,3.0,0.21212121212121213,0,0,0.20689655172413793,0,1,0.0
1,21,1,0,1,1,0.35,4.0,0.18181818181818182,1,0,0.3103448275862069,0,1,0.0
4,3,0,0,0,1,0.25,4.0,0.12121212121212122,0,0,0.7413793103448276,0,1,1.0
0,32,1,0,1,1,0.5,3.0,0.36363636363636365,0,0,0.13793103448275862,0,2,0.0
3,1,0,0,1,1,0.5,3.0,0.06060606060606061,1,0,0.6551724137931034,0,2,0.0
5,3,1,0,1,1,0.3,5.0,0.18181818181818182,1,0,0.3275862068965517,0,1,0.0
1,23,1,0,1,1,0.225,1.0,0.030303030303030304,0,0,0.3620689655172414,0,1,0.0
0,1,1,0,2,1,0.4,5.0,0.24242424242424243,0,0,0.1896551724137931,0,1,0.0
1,13,1,0,0,1,0.275,3.0,0.15151515151515152,1,0,0.3103448275862069,0,1,0.0
1,1,1,1,1,1,0.925,5.0,0.45454545454545453,1,0,0.3620689655172414,0,2,0.0
4,14,1,0,0,1,0.225,4.0,0.24242424242424243,0,0,0.7586206896551724,0,1,1.0
0,15,1,0,1,1,0.5,3.0,0.24242424242424243,0,0,0.13793103448275862,0,2,0.0
1,26,1,0,1,3,0.325,3.0,0.030303030303030304,0,0,0.27586206896551724,0,1,0.0
0,28,1,0,1,1,0.15,3.0,0.0,0,0,0.1206896551724138,0,1,0.0
4,21,1,0,0,1,0.15,4.0,0.030303030303030304,1,0,0.7758620689655172,0,1,1.0
4,19,1,0,0,1,0.275,3.0,0.030303030303030304,0,0,0.6724137931034483,0,1,1.0
2,12,0,0,0,1,0.675,3.0,0.42424242424242425,0,0,0.39655172413793105,0,2,0.0
0,33,1,0,1,1,0.225,1.0,0.12121212121212122,0,0,0.1206896551724138,0,1,0.0
2,1,1,0,2,1,0.3,5.0,0.15151515151515152,1,0,0.41379310344827586,0,1,0.0
0,4,1,0,1,1,0.35,3.0,0.2727272727272727,0,0,0.10344827586206896,0,1,0.0
0,27,1,0,0,1,0.375,3.0,0.09090909090909091,0,0,0.1896551724137931,0,1,0.0
1,15,1,0,1,1,0.65,5.0,0.12121212121212122,1,0,0.29310344827586204,0,2,0.0
1,9,0,0,0,1,0.3,3.0,0.21212121212121213,0,0,0.29310344827586204,0,1,0.0
1,14,1,0,0,1,0.525,5.0,0.15151515151515152,0,0,0.3448275862068966,0,2,0.0
4,21,1,0,2,1,0.25,5.0,0.15151515151515152,1,0,0.7413793103448276,0,1,1.0
6,26,1,1,0,1,0.175,4.0,0.030303030303030304,0,0,0.20689655172413793,0,1,0.0
0,28,1,1,0,1,0.25,4.0,0.030303030303030304,0,0,0.10344827586206896,0,1,0.0
1,1,1,0,0,1,0.9,1.0,0.09090909090909091,0,0,0.3620689655172414,0,2,0.0
4,8,1,0,0,1,0.175,3.0,0.0,0,0,0.8103448275862069,0,1,1.0
5,21,1,0,0,1,0.125,3.0,0.0,1,0,0.25862068965517243,0,1,0.0
3,1,1,0,2,1,0.5,4.0,0.3939393939393939,1,0,0.6379310344827587,0,2,0.0
0,21,1,0,1,2,0.15,4.0,0.06060606060606061,0,0,0.15517241379310345,0,1,0.0
3,6,1,0,0,1,0.225,3.0,0.0,0,0,0.7586206896551724,0,1,1.0
3,25,1,0,1,1,0.3,3.0,0.030303030303030304,0,0,0.6724137931034483,0,1,1.0
2,1,0,0,1,1,0.5,4.0,0.2727272727272727,1,0,0.4827586206896552,0,2,0.0
4,30,1,0,0,2,0.25,3.0,0.0,0,0,0.7586206896551724,0,1,1.0
2,14,0,0,0,1,0.625,3.0,0.5151515151515151,0,0,0.4482758620689655,0,2,0.0
2,21,1,0,0,1,0.225,2.0,0.030303030303030304,0,0,0.4482758620689655,0,1,0.0
1,31,1,1,1,1,0.3,4.0,0.21212121212121213,0,0,0.41379310344827586,0,1,0.0
3,19,1,0,0,1,0.275,4.0,0.030303030303030304,0,0,0.7068965517241379,0,1,1.0
6,6,2,0,1,1,0.15,4.0,0.030303030303030304,1,0,0.13793103448275862,0,1,0.0
2,6,0,0,0,1,0.5,1.0,0.06060606060606061,0,0,0.5172413793103449,0,2,0.0
6,1,0,1,1,1,0.725,5.0,0.12121212121212122,0,0,0.06896551724137931,0,2,0.0
0,1,0,1,0,1,0.55,4.0,0.21212121212121213,0,0,0.15517241379310345,0,2,0.0
1,10,1,0,0,1,0.2,5.0,0.030303030303030304,0,0,0.27586206896551724,0,1,0.0
3,25,1,0,0,2,0.175,3.0,0.09090909090909091,1,0,0.6896551724137931,0,1,1.0
0,6,1,0,1,1,0.125,1.0,0.030303030303030304,0,0,0.15517241379310345,0,1,0.0
0,25,1,0,0,1,0.45,4.0,0.06060606060606061,1,0,0.13793103448275862,0,1,0.0
0,15,1,0,0,1,0.35,1.0,0.030303030303030304,0,0,0.13793103448275862,0,1,0.0
5,1,0,1,0,1,0.45,3.0,0.24242424242424243,0,0,0.29310344827586204,0,1,0.0
4,8,1,0,1,1,0.1,3.0,0.0,0,0,0.7241379310344828,0,0,1.0
2,23,1,1,0,1,0.275,3.0,0.15151515151515152,1,0,0.4827586206896552,0,1,0.0
0,25,1,0,0,1,0.35,1.0,0.15151515151515152,0,0,0.1206896551724138,0,1,0.0
8,21,1,0,1,1,0.15,3.0,0.030303030303030304,1,0,0.7586206896551724,0,1,1.0
4,1,1,0,0,1,0.25,1.0,0.15151515151515152,0,0,0.7758620689655172,0,1,1.0
3,1,1,1,0,1,0.15,3.0,0.0,0,0,0.6206896551724138,0,1,0.0
0,5,1,1,0,1,0.3,3.0,0.18181818181818182,0,0,0.1206896551724138,0,1,0.0
0,21,1,0,0,3,0.125,3.0,0.0,0,0,0.22413793103448276,0,1,0.0
0,21,1,0,1,1,0.2,5.0,0.06060606060606061,1,0,0.1724137931034483,0,1,0.0
0,12,0,1,1,1,0.5,2.0,0.30303030303030304,0,0,0.2413793103448276,0,2,0.0
0,1,1,1,0,1,0.775,3.0,0.48484848484848486,0,0,0.15517241379310345,0,2,0.0
2,16,1,1,1,1,0.25,5.0,0.18181818181818182,1,0,0.5517241379310345,0,1,0.0
2,1,1,1,0,1,0.65,4.0,0.48484848484848486,0,0,0.4482758620689655,0,2,0.0
4,21,1,1,0,1,0.225,3.0,0.0,0,0,0.6724137931034483,0,1,1.0
0,27,0,1,0,1,0.325,5.0,0.12121212121212122,1,0,0.10344827586206896,0,1,0.0
1,6,1,1,0,1,0.475,3.0,0.18181818181818182,0,0,0.3448275862068966,0,1,0.0
0,28,1,0,1,1,0.3,1.0,0.12121212121212122,0,0,0.15517241379310345,0,1,0.0
8,3,0,0,1,1,0.425,3.0,0.36363636363636365,0,0,0.7413793103448276,0,1,1.0
8,25,1,0,1,1,0.225,3.0,0.15151515151515152,1,0,0.7931034482758621,0,1,1.0
0,28,1,0,1,1,0.2,3.0,0.09090909090909091,0,0,0.13793103448275862,0,1,0.0
0,18,1,0,0,1,0.575,3.0,0.3333333333333333,0,0,0.10344827586206896,0,2,0.0
2,25,1,0,0,1,0.4,4.0,0.18181818181818182,1,0,0.5172413793103449,0,1,0.0
0,15,1,0,1,1,0.2,1.0,0.06060606060606061,0,0,0.15517241379310345,0,1,0.0
3,26,1,0,0,2,0.425,3.0,0.24242424242424243,0,0,0.6551724137931034,0,1,0.0
4,14,1,0,0,1,0.25,3.0,0.0,0,0,0.603448275862069,0,1,0.0
8,21,0,0,2,2,0.225,3.0,0.0,1,0,0.7241379310344828,0,1,1.0
2,12,1,1,0,1,0.55,3.0,0.15151515151515152,1,0,0.5344827586206896,0,2,0.0
0,15,1,0,1,2,0.225,3.0,0.0,0,0,0.1896551724137931,0,1,0.0
2,1,1,0,1,1,0.4,4.0,0.06060606060606061,0,0,0.46551724137931033,0,1,0.0
0,14,1,0,1,1,0.175,3.0,0.0,0,0,0.22413793103448276,0,1,0.0
2,26,1,0,1,1,0.375,3.0,0.12121212121212122,1,0,0.5344827586206896,0,1,0.0
0,6,1,0,1,2,0.125,3.0,0.0,0,0,0.1724137931034483,0,1,0.0
4,28,1,0,1,2,0.225,3.0,0.06060606060606061,0,0,0.7413793103448276,0,1,1.0
2,4,1,0,0,2,0.25,3.0,0.15151515151515152,0,0,0.41379310344827586,0,1,0.0
4,24,1,0,1,2,0.25,4.0,0.09090909090909091,0,0,0.7241379310344828,0,1,1.0
2,1,1,1,1,1,0.9,5.0,0.12121212121212122,1,0,0.46551724137931033,0,2,0.0
8,14,1,0,0,1,0.375,5.0,0.21212121212121213,1,0,0.7931034482758621,0,1,1.0
2,1,1,1,1,3,0.475,3.0,0.2727272727272727,0,0,0.5517241379310345,0,1,0.0
2,6,0,0,0,2,0.775,3.0,0.696969696969697,0,0,0.4827586206896552,0,2,0.0
2,12,0,0,0,2,0.25,3.0,0.06060606060606061,1,0,0.4482758620689655,0,1,0.0
4,6,0,0,0,1,0.65,5.0,0.3939393939393939,0,0,0.7068965517241379,0,2,1.0
1,1,0,1,1,1,0.5,1.0,0.21212121212121213,0,0,0.2413793103448276,0,2,0.0
0,6,0,1,1,1,0.4,1.0,0.030303030303030304,0,0,0.20689655172413793,0,1,0.0
6,31,1,0,1,1,0.3,5.0,0.12121212121212122,1,0,0.05172413793103448,0,1,0.0
2,14,1,0,0,1,0.35,3.0,0.15151515151515152,0,0,0.5,0,1,0.0
1,21,1,1,1,1,0.45,5.0,0.2727272727272727,0,0,0.41379310344827586,0,1,0.0
1,6,1,1,0,1,0.275,3.0,0.030303030303030304,1,0,0.27586206896551724,0,1,0.0
1,1,1,1,1,1,0.8,1.0,0.6363636363636364,0,0,0.3620689655172414,0,2,0.0
0,9,0,0,1,1,0.35,4.0,0.12121212121212122,0,0,0.1724137931034483,0,1,0.0
1,13,0,0,1,1,0.6,5.0,0.3333333333333333,0,0,0.25862068965517243,0,2,0.0
2,6,0,1,1,1,0.5,5.0,0.2727272727272727,1,0,0.41379310344827586,0,2,0.0
6,25,1,0,0,1,0.175,2.0,0.06060606060606061,0,0,0.1206896551724138,0,1,0.0
6,24,1,1,0,1,0.2,5.0,0.06060606060606061,0,0,0.15517241379310345,0,1,0.0
1,1,1,1,1,1,0.55,3.0,0.3333333333333333,0,0,0.3448275862068966,0,2,0.0
7,21,1,0,1,1,0.175,3.0,0.0,0,0,0.3103448275862069,0,1,0.0
1,7,0,0,1,1,0.3,5.0,0.12121212121212122,1,0,0.3448275862068966,0,1,0.0
3,1,1,1,0,1,0.7,3.0,0.15151515151515152,0,0,0.7068965517241379,0,2,1.0
3,6,0,0,1,1,0.7,5.0,0.36363636363636365,0,0,0.6896551724137931,0,2,1.0
3,31,1,0,0,1,0.175,3.0,0.0,0,0,0.6724137931034483,0,1,1.0
1,21,1,1,0,1,0.225,3.0,0.0,1,0,0.2413793103448276,0,1,0.0
1,31,1,1,0,1,0.375,5.0,0.09090909090909091,1,1,0.3103448275862069,0,1,0.0
3,1,1,1,1,2,0.075,4.0,0.0,1,0,0.6896551724137931,0,0,1.0
3,1,1,0,0,1,0.85,4.0,0.18181818181818182,1,0,0.7068965517241379,0,2,1.0
1,18,1,0,1,1,0.475,4.0,0.30303030303030304,0,0,0.3275862068965517,0,1,0.0
4,29,1,0,0,1,0.175,4.0,0.15151515151515152,0,0,0.7413793103448276,0,1,1.0
1,29,1,0,1,1,0.225,3.0,0.030303030303030304,1,0,0.3103448275862069,0,1,0.0
1,1,2,0,0,1,0.1,3.0,0.0,0,0,0.25862068965517243,0,0,0.0
4,10,1,0,0,1,0.175,3.0,0.12121212121212122,0,0,0.7241379310344828,0,1,1.0
3,32,1,0,1,1,0.175,3.0,0.06060606060606061,1,0,0.6896551724137931,0,1,1.0
0,27,1,1,0,1,0.25,1.0,0.030303030303030304,0,0,0.1724137931034483,0,1,0.0
0,14,1,0,1,1,0.225,2.0,0.21212121212121213,0,0,0.15517241379310345,0,1,0.0
1,21,1,0,1,1,0.075,3.0,0.0,0,0,0.3448275862068966,0,0,0.0
1,31,1,0,0,1,0.525,5.0,0.18181818181818182,0,0,0.3620689655172414,0,2,0.0
3,12,1,1,0,1,0.475,3.0,0.30303030303030304,0,0,0.5689655172413793,0,1,0.0
0,14,1,0,0,1,0.5,2.0,0.30303030303030304,0,0,0.1724137931034483,0,2,0.0
2,10,0,0,0,1,0.65,4.0,0.5151515151515151,1,0,0.46551724137931033,0,2,0.0
1,1,0,0,0,2,0.35,3.0,0.18181818181818182,1,0,0.29310344827586204,0,1,0.0
2,25,1,0,0,2,0.425,3.0,0.09090909090909091,0,0,0.4827586206896552,0,1,0.0
1,25,1,1,0,1,0.2,2.0,0.06060606060606061,0,0,0.3275862068965517,0,1,0.0
3,6,1,1,0,1,0.175,3.0,0.030303030303030304,0,0,0.6206896551724138,0,1,0.0
4,27,0,0,0,1,0.3,5.0,0.09090909090909091,1,0,0.8275862068965517,0,1,1.0
2,1,1,0,1,5,0.65,4.0,0.48484848484848486,0,0,0.5,0,2,0.0
3,10,1,0,1,1,0.2,3.0,0.0,1,0,0.5344827586206896,0,1,0.0
1,29,1,1,1,2,0.35,2.0,0.12121212121212122,0,0,0.2413793103448276,0,1,0.0
3,25,1,1,0,1,0.25,2.0,0.12121212121212122,0,0,0.6379310344827587,0,1,0.0
7,26,1,0,0,1,0.25,5.0,0.030303030303030304,1,0,0.3103448275862069,0,1,0.0
5,1,0,1,1,1,0.5,4.0,0.24242424242424243,1,0,0.29310344827586204,0,2,0.0
1,4,0,1,0,1,0.45,5.0,0.24242424242424243,0,0,0.3275862068965517,0,1,0.0
8,14,1,0,0,2,0.375,3.0,0.0,0,0,0.7931034482758621,0,1,1.0
8,21,1,0,1,1,0.2,5.0,0.06060606060606061,1,0,0.7586206896551724,0,1,1.0
7,21,1,0,1,1,0.275,3.0,0.09090909090909091,0,0,0.3620689655172414,0,1,0.0
0,3,1,0,0,1,0.6,1.0,0.06060606060606061,0,0,0.20689655172413793,0,2,0.0
1,21,1,0,0,1,0.1,3.0,0.0,1,0,0.41379310344827586,0,0,0.0
1,21,0,1,1,1,0.4,4.0,0.24242424242424243,1,0,0.3448275862068966,0,1,0.0
0,1,1,0,0,1,0.325,4.0,0.21212121212121213,0,1,0.1206896551724138,0,1,0.0
1,21,1,0,2,1,0.4,4.0,0.24242424242424243,0,0,0.3103448275862069,0,1,0.0
2,1,0,0,1,1,0.75,3.0,0.6666666666666666,0,0,0.5,0,2,0.0
0,14,1,0,1,1,0.35,2.0,0.15151515151515152,0,0,0.15517241379310345,0,1,0.0
3,24,0,1,1,1,0.475,4.0,0.3333333333333333,1,0,0.6379310344827587,0,1,0.0
1,20,1,1,0,1,0.225,1.0,0.12121212121212122,0,0,0.3103448275862069,0,1,0.0
0,14,1,0,1,1,0.35,4.0,0.2727272727272727,0,0,0.13793103448275862,0,1,0.0
2,1,1,1,0,1,0.275,5.0,0.18181818181818182,1,1,0.4827586206896552,0,1,0.0
1,6,1,1,0,2,0.45,5.0,0.21212121212121213,1,0,0.3448275862068966,0,1,0.0
1,1,2,0,1,1,0.025,3.0,0.0,0,0,0.3275862068965517,0,0,0.0
5,1,1,0,1,1,0.225,3.0,0.12121212121212122,0,0,0.29310344827586204,0,1,0.0
0,8,0,0,0,1,0.275,5.0,0.18181818181818182,0,0,0.13793103448275862,0,1,0.0
2,1,1,1,0,1,0.275,3.0,0.12121212121212122,1,0,0.5,0,1,0.0
2,1,0,0,1,1,0.925,3.0,0.15151515151515152,0,0,0.4827586206896552,0,2,0.0
1,20,1,0,1,1,0.0,3.0,0.0,0,0,0.2413793103448276,0,0,0.0
0,33,1,0,1,1,0.275,4.0,0.18181818181818182,1,0,0.13793103448275862,0,1,0.0
2,16,0,0,1,1,0.425,3.0,0.2727272727272727,1,0,0.5172413793103449,0,1,0.0
2,14,1,0,1,1,0.575,3.0,0.3939393939393939,0,0,0.5,0,2,0.0
7,1,1,0,1,1,0.175,3.0,0.0,0,0,0.3103448275862069,0,1,0.0
3,26,0,0,0,1,0.575,3.0,0.15151515151515152,0,0,0.6896551724137931,0,2,1.0
1,15,1,0,0,1,0.3,3.0,0.12121212121212122,0,0,0.27586206896551724,0,1,0.0
0,27,1,0,1,1,0.225,4.0,0.12121212121212122,0,0,0.1724137931034483,0,1,0.0
5,27,0,0,1,1,0.275,5.0,0.06060606060606061,0,0,0.29310344827586204,0,1,0.0
8,18,1,0,0,2,0.4,3.0,0.18181818181818182,0,0,0.7586206896551724,0,1,1.0
4,28,1,0,1,1,0.2,5.0,0.030303030303030304,1,0,0.7241379310344828,0,1,1.0
2,8,1,0,0,3,0.2,3.0,0.12121212121212122,0,0,0.5517241379310345,0,1,0.0
4,3,1,0,1,2,0.2,3.0,0.0,0,0,0.8275862068965517,0,1,1.0
0,12,0,0,1,1,0.4,1.0,0.09090909090909091,1,0,0.15517241379310345,0,1,0.0
1,1,1,0,0,1,0.5,5.0,0.18181818181818182,1,0,0.3103448275862069,0,2,0.0
2,1,0,0,1,1,0.425,2.0,0.09090909090909091,1,0,0.5689655172413793,0,1,0.0
1,10,1,1,1,2,0.275,1.0,0.09090909090909091,0,0,0.2413793103448276,0,1,0.0
3,0,1,1,0,1,0.175,4.0,0.06060606060606061,1,0,0.7586206896551724,0,1,1.0
0,15,1,0,1,1,0.05,4.0,0.030303030303030304,0,0,0.15517241379310345,0,0,0.0
4,21,1,0,0,2,0.175,3.0,0.06060606060606061,1,0,0.7758620689655172,0,1,1.0
4,27,0,0,1,2,0.45,4.0,0.06060606060606061,1,0,0.7241379310344828,0,1,1.0
7,21,1,0,0,1,0.475,5.0,0.15151515151515152,1,0,0.3103448275862069,0,1,0.0
0,14,1,0,1,1,0.175,3.0,0.0,0,0,0.1724137931034483,0,1,0.0
0,9,1,0,0,1,0.475,1.0,0.06060606060606061,0,0,0.13793103448275862,0,1,0.0
4,3,1,0,1,1,0.275,3.0,0.24242424242424243,0,0,0.6896551724137931,0,1,1.0
0,6,1,0,1,1,0.325,3.0,0.12121212121212122,1,0,0.13793103448275862,0,1,0.0
0,5,1,1,1,1,0.225,1.0,0.09090909090909091,0,0,0.1206896551724138,0,1,0.0
0,30,1,0,1,1,0.45,5.0,0.24242424242424243,0,0,0.22413793103448276,0,1,0.0
5,21,1,0,1,1,0.225,1.0,0.09090909090909091,1,0,0.29310344827586204,0,1,0.0
2,25,1,1,0,1,0.35,2.0,0.12121212121212122,1,0,0.5344827586206896,0,1,0.0
1,6,1,1,1,1,0.425,3.0,0.15151515151515152,0,0,0.3620689655172414,0,1,0.0
1,1,0,0,0,1,0.525,2.0,0.15151515151515152,0,0,0.27586206896551724,0,2,0.0
3,1,0,0,0,1,0.6,3.0,0.36363636363636365,0,0,0.6206896551724138,0,2,0.0
0,10,1,0,1,2,0.2,5.0,0.030303030303030304,1,0,0.10344827586206896,0,1,0.0
